"Dam_Name","Longitude","Latitude","River","Dam_Height_ft","Year_Built","Removed","Unique_ID","Geoid"
"Vista Del Mar Detention Basin",-121.953954,38.020159,"Suisn Bay",42,2011,0,1202,"06013355201"
"Eureka",-120.713,39.7636,"Eureka Creek",29,1866,0,1203,"06063000201"
"Taylor Creek No. 1",-121.1907,41.2251,"Taylor Creek",34,1952,0,1204,"06049000200"
"George Fiock No. 1",-122.518,41.6944,"Tr Shasta River",19,1954,0,1205,"06093000300"
"Box Canyon",-122.3285,41.2822,"Sacramento River              ",220,1970,0,1206,"06093001001"
"Cogswell",-117.9649,34.2441,"Wfk San Gabriel R",266,1935,0,1207,"06037930400"
"San Marcos",-120.813,35.674,"San Marcos Creek",42,1964,0,1208,"06079010016"
"Dutch Flat Forebay",-120.8355,39.2242,"Dutch Flat Canal              ",77,1966,0,1209,"06057000701"
"Metcalf",-122.3711,38.6094,"Tr Maxwell Cr",34,1974,0,1210,"06055201800"
"Patterson",-120.8308,38.6823,"Deadman Creek",37,1960,0,1211,"06017031504"
"Sutherland",-116.7852,33.1182,"Santa Ysabel Creek",162,1954,0,1212,"06073020903"
"North Battle Creek",-121.655198,40.602924,"North Fork Battle Creek       ",47,1909,0,1213,"06089012604"
"Tejon Storage 1",-118.8287,34.9936,"Tr El Paso Creek",32,1946,0,1214,"06029006011"
"Pardee South Spillway",-120.8465,38.2527,"Mokelumne River               ",10,NA,0,1215,"06009000221"
"Union Auxiliary No. 2",-119.9958,38.4332,"North Fork Stanislaus River  -",7,NA,0,1216,"06003010000"
"Bradford",-123.0818,38.9288,"Tr Russian Rv",58,1985,0,1217,"06045011800"
"Senior Canyon",-119.195994,34.471697,"San Antonio Creek",76,1964,0,1218,"06111000903"
"Bravo Lake Reservoir",-119.098,36.4042,"Wutchumna Ditch",24,1980,0,1219,"06107000701"
"Whale Rock",-120.887,35.4478,"Old Creek",193,1960,0,1220,"06079010504"
"Halsey Afterbay",-121.0431,38.956,"Dry Creek                     ",38,1913,0,1221,"06061021802"
"Brush Creek",-120.622,38.8118,"Brush Creek                   ",213,1970,0,1222,"06017030603"
"Century",-118.7334,34.0985,"Malibu Creek",44,1913,0,1223,"06037800335"
"Lake Mamie",-119.0104111,37.61085,"MAMMOTH CREEK",6,1968,0,1224,"06051000201"
"Vineyard Subdivision",-122.922,38.7467,"Tr Gill Creek",26,1962,0,1225,"06097154100"
"Cook No. 2",-122.9008,38.6574,"Tr Dry Creek",35,1961,0,1226,"06097154100"
"Morris",-117.8813,34.175,"San Gabriel River",245,1935,0,1227,"06037930400"
"Deer Lake",-122.4745,38.5954,"Tr Angwin Creek",72,1958,0,1228,"06055201700"
"Dutcher Creek",-122.993,38.7573,"Tr Borrelli Creek",43,1992,0,1229,"06097154202"
"Los Padres",-121.6682,36.386,"Carmel River",148,1949,0,1230,"06053011002"
"Iron Gate",-122.4349,41.9342,"Klamath River                 ",173,1962,0,1231,"06093000300"
"Grizzly Creek",-121.1553,39.5416,"Grizzly Creek",50,1964,0,1232,"06007002402"
"Union Auxiliary No. 3",-119.9958,38.4335,"North Fork Stanislaus River  -",10,1910,0,1233,"06003010000"
"Union Auxiliary No. 4",-119.995,38.4342,"North Fork Stanislaus River  -",10,1910,0,1234,"06003010000"
"Lake Aloha Auxiliary No. 4",-120.129817,38.858131,"South Fork American River     ",9,1917,0,1235,"06017030603"
"Dove Canyon",-117.5692,33.6386,"Dove Creek",88,1989,0,1236,"06059032043"
"Shaffer",-120.8684,38.7089,"Indian Creek",33,1968,0,1237,"06017030902"
"Eagle Ranch",-120.6801,35.4134,"Hale Creek",55,1974,0,1238,"06079012705"
"Crystal",-122.4385,38.5359,"Tr Crystal Crk",51,1952,0,1239,"06055201700"
"Camanche Main",-121.0225,38.2252,"Mokelumne River               ",171,1964,0,1240,"06077004703"
"Railroad Canyon",-117.2735,33.6754,"San Jacinto River",94,1928,0,1241,"06065042748"
"Stanislaus Forebay West",-120.3583,38.1448,"North Fork Stanislaus River-os",60,1908,0,1242,"06109002102"
"Butt Valley",-121.145096,40.11526,"Butt Creek                    ",70,1924,0,1243,"06063000502"
"Albaugh No. 1",-121.0013,41.1417,"Tr Pit River",21,1953,0,1244,"06035040100"
"Copperopolis",-120.6495,37.9831,"Penney Creek",33,1905,0,1245,"06009000124"
"Upper Feeley",-120.6383,39.4002,"Fall Creek - Tr               ",23,1870,0,1246,"06057000900"
"Camanche Dike No. 6",-121.0048,38.2422,"Mokelumne River               ",50,NA,0,1247,"06077004703"
"Budge",-122.8468,38.6496,"Tr Russian Rv",28,1964,0,1248,"06097153905"
"Richardson",-123.1869,38.6262,"Unnamed Tributary To Pepperwood Creek",65,1954,0,1249,"06097154304"
"Meadow Lake",-119.976476,38.600123,"North Fork Mokelumne River-tr ",74,1903,0,1250,"06003010000"
"Pit No. 5 Diversion",-121.869511,40.992887,"Pit River                     ",58,1944,0,1251,"06089012606"
"Dixon",-117.042,33.158,"Tr Escondido Cr",116,1970,0,1252,"06073020110"
"Slab Creek",-120.699,38.7732,"Slab Creek                    ",250,1967,0,1253,"06017030603"
"Bidwell Bar Canyon Saddle",-121.458,39.5118,"Feather River                 ",47,1968,0,1254,"06007002602"
"Rutherford #2",-116.65455,32.98067472,"",NA,1952,0,1255,"06073020902"
"Scout Lake",-123.2825,39.4158,"Tr Berry Creek",63,1964,0,1256,"06045010601"
"Meadow Lake",-120.4985,39.4032,"Fordyce Creek - Tr            ",38,1855,0,1257,"06057000900"
"Lower Lindsey",-120.6441,39.4118,"Lindsey Creek                 ",16,1870,0,1258,"06057000900"
"Littlerock",-118.0215,34.4853,"Littlerock Cr",124,1924,0,1259,"06037910815"
"Dick Week",-122.4133,38.6503,"Tr Pope Creek",70,1955,0,1260,"06055201800"
"Soda Lake",-121.6104,36.9061,"Tr Pajaro River",44,1978,0,1261,"06087123300"
"Quail Valley",-117.253,33.698,"Tr San Jacinto Riv",37,1959,0,1262,"06065042717"
"Stanislaus Forebay East",-120.3547,38.1461,"North Fork Stanislaus River-os",55,1908,0,1263,"06109002102"
"Stevenot",-120.4986,38.0343,"Tr Carson Creek",70,1987,0,1264,"06009000121"
"Green Oaks #1",-122.3174,37.1275,"Green Oaks Creek",39,1936,0,1265,"06081613800"
"Bap Pond 5",-117.737,35.051,"Offstream",46,2008,0,1266,"06029006500"
"Orville",-122.4646,38.5882,"Angwin Creek",28,1959,0,1267,"06055201700"
"Sleepy Hollow No. 2",-122.4954,38.1584,"Tr Petaluma Cr",39,1949,0,1268,"06097150612"
"Blue Lake",-120.6361,39.3585,"Rucker Creek                  ",21,1856,0,1269,"06057000900"
"Lake Fordyce",-120.4966,39.3802,"Fordyce Creek                 ",145,1873,0,1270,"06057000900"
"Doyle Reservoir",-120.40678,40.14615,"",14,1907,0,1271,"06063000300"
"Sinaloa Lake",-118.7924,34.2577,"Tr Arroyo Simi",30,1925,0,1272,"06111007513"
"Macumber",-121.7327,40.5378,"North Fork Battle Creek       ",27,1907,0,1273,"06089012603"
"Rossmoor No. 1",-117.7304,33.6192,"Tr San Diego Cr",36,1964,0,1274,"06059062622"
"Loon Lake Main",-120.3099,39.0031,"Gerle Creek                   ",100,1963,0,1275,"06017030603"
"Caribou Lake",-121.1644,40.5028,"Susan River",16,1928,0,1276,"06035040200"
"Fairbanks",-117.1814,33.003,"Tr San Dieguito Rv",36,1927,0,1277,"06073017061"
"Santa Monica Debris Basin",-119.5274,34.4231,"Santa Monica Cr",102,1978,0,1278,"06083001706"
"Wishon Forebay",-119.4963,37.159,"North Fork Willow Creek       ",15,1896,0,1279,"06039000102"
"Rancho Cielito",-117.7089,33.9768,"Tr Chino Creek",9,1912,0,1280,"06071000119"
"Upper Rock Lake Auxiliary",-120.6181,39.43,"Texas Creek                   ",8,1855,0,1281,"06057000900"
"Eastlake",-116.9783,32.6547,"Proctor Val Can",35,1986,0,1282,"06073013418"
"Sunnymead Ranch",-117.2535,33.9708,"Reche Canyon",41,1985,0,1283,"06065042410"
"Lake Helen",-122.9132,38.4481,"Tr Russian Rv",39,1966,0,1284,"06097153711"
"Lafranchi Creek",-122.7007,38.6488,"Lafranchi Creek",23,1982,0,1285,"06097154100"
"Crafton Hills",-117.0488,34.0649,"Tr Yucaipa Creek",95,2001,0,1286,"06071008602"
"Paradise",-121.5781,39.8508,"Little Butte Cr",175,1957,0,1287,"06007001704"
"Axell",-122.7661,38.6188,"Tr Franz Creek",43,1952,0,1288,"06097154100"
"Red Lake",-119.9686,38.6987,"Red Lake Creek",35,1924,0,1289,"06003010000"
"Mccloud",-122.070891,41.131367,"McCloud River                 ",255,1965,0,1290,"06089012606"
"Faucherie Spillway Auxiliary",-120.5671,39.429,"Canyon Creek                  ",3,1966,0,1291,"06057000900"
"Sawmill Spillway",-120.6031,39.4444,"Canyon Creek                  ",9,1910,0,1292,"06057000900"
"New Calaveras",-121.8178,37.4952,"Calaveras Creek",210,2018,0,1293,"06001450701"
"San Dimas",-117.7732,34.1543,"San Dimas Creek",131,1922,0,1294,"06037930400"
"Scott",-122.959074,39.407324,"Eel River                     ",134,1921,0,1295,"06033000100"
"Lake Eleanor",-118.8517,34.1355,"Eleanor Creek",37,1881,0,1296,"06111007300"
"Drum Forebay",-120.7517,39.2496,"Drum Canal                    ",65,1913,0,1297,"06061022013"
"Strawberry",-119.9893,38.1995,"South Fork Stanislaus River   ",143,1916,0,1298,"06109003103"
"Christensen No. 1",-120.7021,38.1254,"Steele Creek",33,1951,0,1299,"06009000220"
"Jackson Creek Spillway",-120.8663,38.2898,"Mokelumne River               ",37,NA,0,1300,"06005000500"
"Rollins",-120.9528,39.1359,"Bear River                    ",228,1965,0,1301,"06057000701"
"Camanche Dike No. 3",-121.0193,38.211,"Mokelumne River               ",50,NA,0,1302,"06077004703"
"Seven Oaks",-117.1019,34.1173,"Santa Ana Riv",550,1999,0,1303,"06071011102"
"Auburn Lake Trails",-120.9411,38.9185,"Maine Bar Canyon",41,1978,0,1304,"06017030601"
"Bosch No. 2",-122.748,38.5586,"Tr Windsor Creek",55,1962,0,1305,"06097153807"
"Azalea",-122.944,38.4372,"Nfk Lancel Cr",44,1955,0,1306,"06097153708"
"Allen",-122.8612,38.9343,"Tr Kelsey Cr",33,1955,0,1307,"06033001000"
"Scotts Canyon",-122.3625,38.2966,"Tr Carneros Creek",41,1948,0,1308,"06055201102"
"Municipal",-122.1444,38.2974,"Tr Suisun Crk",56,1939,0,1309,"06095252203"
"Rancho Seco",-121.1019,38.3365,"Tr Hadselville Cr",58,1972,0,1310,"06067009406"
"Drinkwater",-118.5234,34.5302,"Offstream",105,1923,0,1311,"06037920050"
"Kern Diversion",-118.6749,35.5254,"Kern River                    ",29,1906,0,1312,"06029005206"
"Ponderosa",-121.3039,39.5493,"South Fork Feather River      ",157,1962,0,1313,"06007002402"
"Barnett",-120.948,38.6438,"Barnett Creek",18,1948,0,1314,"06017030804"
"Norton No. 2",-122.8964,38.6465,"Tr Dry Creek",28,1956,0,1315,"06097154000"
"Milton Main",-120.5826,39.5222,"Middle Yuba River             ",37,1927,0,1316,"06057000900"
"Union Valley",-120.4405,38.8665,"Big Silver Creek              ",440,1962,0,1317,"06017030603"
"Sheep Canyon",-117.499961,34.265257,"",35,1941,0,1318,"06071009202"
"Eaton H. Magoon Lake",-122.4384,38.7336,"Routan Creek",32,1965,0,1319,"06055201800"
"Collett",-121.2162,40.9728,"Pit River - Offstream         ",40,1991,0,1320,"06035040100"
"Honcut Creek Ranch No. 1",-121.5435,39.3059,"Tr So Honcut",19,1964,0,1321,"06115041001"
"Bap Pond 6",-117.7336,35.0515,"Offstream",32,2012,0,1322,"06029006500"
"Niegel",-120.984,38.88,"Hastings Creek",63,1951,0,1323,"06017030601"
"Los Verjels",-121.2837,39.3693,"Dry Creek",56,1915,0,1324,"06115041102"
"Potrero",-118.8251,34.1353,"Triunfo Canyon Cr",40,1967,0,1325,"06037800325"
"Merlo",-122.9913,38.694,"Fall Creek",74,1982,0,1326,"06097154000"
"Upper Blue Lake",-119.940604,38.628132,"Blue Creek                    ",21,1901,0,1327,"06003010000"
"Indian Ole",-121.0247,40.2838,"Hamilton Creek",26,1924,0,1328,"06035040200"
"Junction",-120.4574,38.8521,"South Fork Silver Creek       ",168,1962,0,1329,"06017030603"
"Rice #1",-120.0797,37.7627,"JORDAN CREEK",25,1950,0,1330,"06043000200"
"Boyd No. 2",-122.3396,40.3969,"Tr Cottonwood Cr",53,1973,0,1331,"06089012303"
"Upper 4s Ranch",-117.1035,33.0005,"Lusardi Creek",28,1927,0,1332,"06073017071"
"Duvall",-122.4711,38.6429,"Tr Pope Creek",30,1940,0,1333,"06055201700"
"Mark Edson",-120.6034,38.9051,"Pilot Creek",162,1962,0,1334,"06017030604"
"Lake Mary",-119.0088528,37.60533056,"",10,1934,0,1335,"06051000201"
"Henry Jr.",-116.6522,32.7136,"Skye Valley",33,1929,0,1336,"06073021101"
"Agnew Lake",-119.131919,37.758137,"Rush Creek                    ",30,1916,0,1337,"06051000101"
"Lake Sterling",-120.4928,39.3572,"Fordyce Creek - Tr            ",32,1858,0,1338,"06057000900"
"Kelly Lake",-120.5812,39.311,"North Fork American River     ",23,1928,0,1339,"06061022013"
"Big Dalton",-117.8099,34.1704,"Big Dalton Wash",153,1929,0,1340,"06037400404"
"Camanche Dike No. 5",-121.01,38.2343,"Mokelumne River               ",50,NA,0,1341,"06077004703"
"Edwards Reservoir",-119.9785,34.4904,"Tr Gato Cr",120,1985,0,1342,"06083002932"
"Schubin",-120.9232,38.7614,"Tr Webber Creek",55,1952,0,1343,"06017030902"
"Upper Bear",-120.2163,38.5577,"Bear River                    ",77,1900,0,1344,"06005000102"
"Union Auxiliary No. 7",-119.9945,38.4348,"North Fork Stanislaus River  -",7,1910,0,1345,"06003010000"
"Haynes Reservoir",-121.7629,40.9052,"Goose Creek",67,1965,0,1346,"06089012701"
"Mineral Hot Springs Lake",-117.268,34.1836,"Tr East Twin Cr",54,1967,0,1347,"06071011002"
"Yucaipa No. 1",-117.0514,34.05,"Tr Yucaipa Cr",42,1978,0,1348,"06071008715"
"New Lake Arrowhead",-117.1636,34.2586,"Little Bear Cr",225,1976,0,1349,"06071010906"
"Brentwood Park",-120.2504,38.0395,"Tr Sullivan Cr",58,1964,0,1350,"06109003101"
"Quail Lake Dam",-120.164364,39.071125,"",17,NA,0,1351,"06061022300"
"Bishop Creek Intake No. 2",-118.5811,37.2479,"Middle Fork Bishop Creek      ",30,1908,0,1352,"06027000200"
"Rock Creek",-121.0903,38.9472,"Rock Creek                    ",36,1913,0,1353,"06061021802"
"Philbrook Saddle",-121.4772,40.029,"Philbrook Creek               ",24,1926,0,1354,"06007001704"
"Terminus Dam",-119.003223812,36.4163091030001,"KAWEAH RIVER",235,1962,0,1355,"06107000102"
"Lower Peak Lake Main",-120.4398,39.3032,"South Yuba River - Tributary  ",31,1860,0,1356,"06061022014"
"Red Rock No. 1",-120.138,40.9678,"Red Rock Creek",63,1893,0,1357,"06035040100"
"Big Rock Ranch",-122.6277,38.0506,"Nicasio Creek Trib To Lagunitas Creek",45,2002,0,1358,"06041133000"
"Log Cabin",-121.0594,39.4399,"Oregon Creek                  ",53,1969,0,1359,"06115041101"
"Ross No. 1",-122.3155,40.6419,"Tr Stillwater Cr",30,1957,0,1360,"06089011802"
"Halsey Forebay No. 2",-121.0398,38.9728,"Dry Creek                     ",55,1913,0,1361,"06061021801"
"Sly Creek",-121.1157,39.5824,"Lost Creek                    ",299,1961,0,1362,"06007002402"
"Pit No. 1 Forebay",-121.4478,41.0081,"Fall River                    ",47,1947,0,1363,"06089012702"
"Bap Pond 8",-117.7099,35.05,"Offstream",29,1975,0,1364,"06029005600"
"Antelope",-120.6076,40.1808,"Indian Creek",113,1964,0,1365,"06063000400"
"Reba",-120.0452,38.4728,"Tr Bloods Creek",70,1965,0,1366,"06003010000"
"Tanner",-120.3768,38.234,"Cowell Creek",35,1959,0,1367,"06009000501"
"Milliken",-122.2289,38.3773,"Milliken Creek",110,1924,0,1368,"06055201401"
"Camino",-120.5367,38.8283,"Silver Creek                  ",133,1961,0,1369,"06017030603"
"Alpine Auxiliary No. 3",-120.0047,38.4722,"Silver Creek                  ",42,1891,0,1370,"06003010000"
"Upper Peak Lake",-120.4354,39.3005,"South Yuba River - Tr         ",39,1850,0,1371,"06061022014"
"Silver Lake",-121.1336,39.9577,"Silver Creek",21,1906,0,1372,"06063000202"
"Jackson Meadows",-120.556,39.5086,"Middle Yuba River             ",196,1965,0,1373,"06057000900"
"Rush Meadows",-119.181654,37.750785,"Rush Creek                    ",50,1925,0,1374,"06051000101"
"Gibraltar",-119.6883,34.5269,"Santa Ynez Rv",169,1920,0,1375,"06083001800"
"Pond K",-120.9588,38.337,"none",22,2006,0,1376,"06005000303"
"Longley",-118.6589,37.285,"McGee Creek                   ",27,1910,0,1377,"06027000200"
"Milton South",-120.5823,39.5214,"Middle Yuba River             ",30,1927,0,1378,"06057000900"
"Lake Mission Viejo",-117.6492,33.6271,"Oso Creek",123,1976,0,1379,"06059032035"
"Sugar Pine",-120.8014,39.1307,"North Shirttail Creek, Trib To N Fork Am Riv",251,1981,0,1380,"06061020200"
"Lake Sherwood",-118.8568,34.1392,"Potrero Valley Cr",45,1904,0,1381,"06111007300"
"Alpine Auxiliary No. 4",-120.0045,38.472,"Silver Creek                  ",12,NA,0,1382,"06003010000"
"Rucker Lake",-120.6583,39.3562,"Rucker Creek                  ",22,1856,0,1383,"06057000900"
"Copper Basin",-114.2227,34.279,"Copper Basin",184,1938,0,1384,"06071025100"
"Lowrey No. 1",-122.5642,38.3227,"Tr Carriger Creek",19,1954,0,1385,"06097150303"
"Caples Lake Main",-120.049606,38.707467,"Caples Creek                  ",86,1923,0,1386,"06003010000"
"Vermilion Valley",-118.989069,37.369771,"Mono Creek                    ",165,1954,0,1387,"06019006408"
"Sawpit",-117.9881,34.1759,"Sawpit Creek",150,1927,0,1388,"06037430301"
"Gene Wash",-114.1663,34.2999,"Gene Wash",140,1937,0,1389,"06071025100"
"Tulloch",-120.6049,37.8763,"Stanislaus River              ",205,1958,0,1390,"06009000124"
"Lower Bucks Lake",-121.2285,39.9014,"Brush Creek                   ",99,1928,0,1391,"06063000202"
"Lake Valley Auxiliary",-120.6003,39.3015,"North Fork American River     ",28,1889,0,1392,"06061022013"
"Little Grass Valley",-121.0201,39.725,"South Fork Feather River      ",184,1961,0,1393,"06063000202"
"Tiger Creek Afterbay",-120.505131,38.441241,"North Fork Mokelumne River    ",120,1931,0,1394,"06005000102"
"Sequoia Lake",-118.9953,36.7346,"Mill Flat Cr",51,1888,0,1395,"06019006411"
"Ice House Dike No. 1",-120.3413,38.8286,"South Fork Silver Creek       ",57,NA,0,1396,"06017030603"
"Alpine Auxiliary No. 2",-120.0052,38.4722,"Silver Creek                  ",21,NA,0,1397,"06003010000"
"Thompson",-118.4434,33.3558,"Middle Canyon",114,1925,0,1398,"06037599100"
"Kidd Lake Auxiliary",-120.4302,39.3136,"South Yuba River - Tr         ",15,1850,0,1399,"06061022014"
"Davis Creek",-122.3538,38.8638,"Davis Creek",105,1985,0,1400,"06113011500"
"Skyrocket",-120.6853,37.9934,"Littlejohn Creek",43,1999,0,1401,"06009000124"
"Grizzly Valley",-120.4771,39.8827,"Big Grizzly Cr",115,1966,0,1402,"06063000300"
"Frenchman",-120.191,39.893,"Lit Last Chance Cr",139,1961,0,1403,"06063000300"
"Tabeaud",-120.666519,38.348237,"South Fork Jackson Creek - TR ",125,1901,0,1404,"06005000500"
"Crane Valley",-119.5292,37.2923,"North Fork Willow Creek       ",145,1910,0,1405,"06039000102"
"Emerald Lake 1 Lower",-122.2625,37.4673,"Tr San Fran Bay",57,1885,0,1406,"06081609800"
"Portal Forebay Main",-119.0693,37.3201,"Camp 61 Creek                 ",65,1956,0,1407,"06019006408"
"Devils Canyon Dike #1",-117.3329,34.1898,"Devils Canyon Dike 1",15,1934,0,1408,"06071004512"
"Juncal",-119.5083,34.4929,"Santa Ynez Rv",160,1930,0,1409,"06083001800"
"Big Creek",-120.201,37.8576,"Big Creek",120,1969,0,1410,"06109004201"
"L. L. Anderson",-120.4708,39.1118,"Middle Fork American River    ",231,1965,0,1411,"06061020200"
"Cummings Reservoir No. 1",-120.649,41.5137,"Wfk Rock Creek",11,1912,0,1412,"06049000300"
"Portal Forebay Dike",-119.0697,37.3208,"Camp 61 Creek                 ",18,1956,0,1413,"06019006408"
"Lake Spaulding No. 3 Auxiliary",-120.6408,39.3338,"South Yuba River              ",91,1919,0,1414,"06057000900"
"Loon Lake Auxiliary",-120.3321,38.9882,"Gerle Creek                   ",90,1963,0,1415,"06017030603"
"Lake Aloha Main",-120.137244,38.859853,"South Fork American River     ",32,1917,0,1416,"06017030603"
"Round Valley",-121.455,40.073,"West Branch Feather River     ",29,1877,0,1417,"06007001704"
"Manzanita Diversion",-119.5149,37.2444,"North Fork Willow Creek       ",30,1917,0,1418,"06039000102"
"Deer Creek Diversion",-120.9541,39.2697,"Deer Creek",92,1928,0,1419,"06057000801"
"Homestake Tailings",-122.4361,38.8604,"Tr Hunting Cr",169,1990,0,1420,"06033001200"
"Don Pedro Main",-120.4221,37.7007,"Tuolumne River                ",585,1971,0,1421,"06109005201"
"Thermalito Diversion",-121.5449,39.5288,"Feather River                 ",143,1967,0,1422,"06007002500"
"Isabella Dam",-118.482198156,35.645931096,"KERN RIVER",98,1953,0,1423,"06029005206"
"Florence Lake",-118.9686,37.2744,"Big Creek                     ",149,1926,0,1424,"06019006408"
"Mckays Point Diversion",-120.2921,38.2332,"North Fork Stanislaus River   ",242,1989,0,1425,"06109002102"
"Pacoima",-118.3973,34.3355,"Pacoima Creek",365,1929,0,1426,"06037930400"
"Alpine Main",-120.0038,38.4712,"Silver Creek                  ",49,1891,0,1427,"06003010000"
"Pit No. 6 Diversion",-121.9931,40.9224,"Pit River                     ",195,1965,0,1428,"06089012606"
"Bap Ponds 1, 2, 3, 4",-117.7377,35.0469,"Offstream",37,2003,0,1429,"06029006500"
"Fresh Water",-118.012778,34.536667,"",30,NA,0,1430,"06037910706"
"New Bullards Bar",-121.1411,39.3921,"North Yuba River              ",645,1970,0,1431,"06115041101"
"B. F. Sisk Dike",-121.0963,37.0802,"SAN LUIS CREEK",30,1967,0,1432,"06047002100"
"Casitas Saddle Dike",-119.3176,34.4057,"COYOTE CREEK",43,1959,0,1433,"06111009500"
"Waste Pond",-117.136111,32.900278,"",20,NA,0,1434,"06073008360"
"Lower Pond / Pond 1",-121.325833,38.547222,"",40,NA,0,1435,"06067009005"
"Belden Forebay",-121.1607,40.076048,"North Fork Feather River      ",124,1958,0,1436,"06063000400"
"Folsom Left Wing",-121.1525,38.7058,"AMERICAN RIVER",145,1955,0,1437,"06067008501"
"Friant Millerton Road Embankment A",-119.6854,36.9862,"SAN JOAQUIN RIVER OS",13,1941,0,1438,"06019006405"
"Chilkoot",-119.4846,37.4113,"Chilkoot Creek                ",11,1890,0,1439,"06039000102"
"Three Lakes",-121.2234,39.9681,"Feather River                 ",30,1928,0,1440,"06063000400"
"Folsom Right Wing",-121.1637,38.7102,"AMERICAN RIVER",145,1955,0,1441,"06067008210"
"Folsom Dike 8",-121.133,38.6933,"AMERICAN RIVER",15,1956,0,1442,"06067008501"
"Pit No. 1 Diversion",-121.4645,41.0134,"Fall River                    ",18,1922,0,1443,"06089012702"
"San Justo Dike",-121.4447,36.8271,"SAN BENITO RIVER OS",69,1987,0,1444,"06069000200"
"Folsom Dike 5",-121.1706,38.7296,"AMERICAN RIVER",100,1956,0,1445,"06061020601"
"Folsom Dike 2",-121.149080622,38.7554543,"AMERICAN RIVER",15,1956,0,1446,"06061020601"
"Boyd No. 1",-122.3344,40.3919,"Tr Cottonwood Cr",31,1971,0,1447,"06089012303"
"Silt Pond",-117.4775,33.755556,"",25,NA,0,1448,"06065041915"
"Bear Creek Diversion",-118.9753,37.3357,"Bear Creek                    ",55,1927,0,1449,"06019006408"
"Folsom Dike 3",-121.149334138,38.7506226751,"AMERICAN RIVER",10,1956,0,1450,"06061020601"
"Folsom Dike 4",-121.1641,38.7336,"AMERICAN RIVER",30,1956,0,1451,"06061020601"
"Pond #6",-121.025556,38.167778,"",20,NA,0,1452,"06077004704"
"Pond # 5 Process Water, Cells A Through D",-121.599722,36.744722,"",30,NA,0,1453,"06053010606"
"Union Main",-119.9977,38.4305,"North Fork Stanislaus River  -",36,1910,0,1454,"06003010000"
"Pond #5a",-121.023889,38.168889,"",20,NA,0,1455,"06077004704"
"#6",-121.599167,36.742778,"",68,NA,0,1456,"06053010606"
"Stampede Dike",-120.1104,39.4704,"LITTLE TRUCKEE RIVER",85,1970,0,1457,"06091010000"
"Contra Loma Dike No. 2",-121.8221,37.9748,"SAN JOAQ RIVER OS",25,1967,0,1458,"06013355107"
"Iron Canyon",-121.985223,41.041622,"Iron Canyon Creek             ",214,1965,0,1459,"06089012606"
"Silt / Tails",-117.190556,34.101111,"",10,NA,0,1460,"06071007604"
"Silt Pond",-118.011111,34.542778,"",80,NA,0,1461,"06037910706"
"Kerckhoff",-119.525481,37.128214,"San Joaquin River             ",114,1920,0,1462,"06039000102"
"Donnells",-119.960995,38.330544,"Middle Fork Stanislaus River  ",317,1958,0,1463,"06109002102"
"Whiskeytown Dike 1",-122.5479,40.6003,"CLEAR CREEK",100,1963,0,1464,"06089012400"
"Friant Dike 3",-119.6829,36.9857,"",23,1942,0,1465,"06019006405"
"East Park - Coleman Dike",-122.518474772,39.3535387565,"",16,1910,0,1466,"06011000400"
"Saddlebag Lake",-119.2733,37.9654,"Lee Vining Creek              ",45,1921,0,1467,"06051000102"
"Fresh Water & Settlement Pond",-122.097778,37.035,"",30,NA,0,1468,"06087120301"
"Fresh Water",-118.005278,34.543333,"",40,NA,0,1469,"06037910706"
"Utica Auxiliary No. 3",-120.0048,38.4387,"North Fork Stanislaus River  -",10,1903,0,1470,"06003010000"
"O'Neill Forebay Dike",-121.057,37.1086,"SAN LUIS CREEK OS",16,1966,0,1471,"06047002100"
"Willow Lake #1",-122.3407,38.2771,"Tr Napa River",40,2004,0,1472,"06055201102"
"Pond 3",-121.328889,37.612222,"",80,NA,0,1473,"06077005502"
"Pit No. 7 Afterbay",-122.017,40.8418,"Pit River                     ",25,1965,0,1474,"06089012606"
"Camanche Dike No. 1",-120.9851,38.2071,"Mokelumne River               ",90,NA,0,1475,"06009000221"
"Utica Auxiliary No. 2",-120.0048,38.4393,"North Fork Stanislaus River  -",11,1903,0,1476,"06003010000"
"Utica Auxiliary No. 4",-120.0052,38.4377,"North Fork Stanislaus River  -",10,1903,0,1477,"06003010000"
"Whiskeytown Dike 2",-122.546,40.5981,"CLEAR CREEK",40,1963,0,1478,"06089012400"
"Fresh Water Impoundment",-119.398889,35.116111,"",15,NA,0,1479,"06029003304"
"Slickrock Creek",-122.5238,40.6673,"Slickrock Creek",155,2004,0,1480,"06089012400"
"Mono Creek Diversion",-118.9983,37.3601,"Mono Creek                    ",64,1927,0,1481,"06019006408"
"Fresh Water Pond",-119.175833,35.037222,"",18,NA,0,1482,"06029003307"
"Pond #7",-121.026111,38.166389,"",15,NA,0,1483,"06077004704"
"Contra Loma Dike No. 3",-121.8205,37.9726,"SAN JOAQ RIVER OS",10,1967,0,1484,"06013355107"
"Folsom Dike 1",-121.1469,38.7625,"AMERICAN RIVER",25,1956,0,1485,"06061020601"
"Shaver Dike",-119.303962,37.141964,"Stevenson Creek               ",8,1982,0,1486,"06019006409"
"Utica Auxiliary No. 5",-119.9967,38.4433,"North Fork Stanislaus River  -",7,1903,0,1487,"06003010000"
"Hillside",-118.5665,37.173,"South Fork Bishop Creek       ",82,1910,0,1488,"06027000200"
